date,market_id,metric_name,primary_value,comparison_value,volume,defect_rate_pct,automation_minutes_saved,quality_score,priority_score
2026-04-13,MKT-GSO,paid_search_roi,-0.217,-0.327,70,3.29,8,96,50
2026-04-13,MKT-GSO,paid_social_roi,-0.094,-0.14,172,3.2,29,93,82
2026-04-13,MKT-GSO,organic_social_roi,-1.0,-1.253,1,2.89,34,91,59
2026-04-13,MKT-GSO,driver_referral_roi,-0.028,0.138,22,3.28,24,87,81
2026-04-13,MKT-GSO,rider_referral_roi,0.497,0.441,12,2.66,62,98,61
2026-04-13,MKT-GSO,vehicle_exterior_roi,-0.315,-0.149,55,3.16,50,87,46
2026-04-13,MKT-GSO,in_vehicle_roi,0.001,0.008,54,3.16,15,84,83
2026-04-13,MKT-GSO,welcome_drip_roi,-1.0,-0.838,1,2.68,36,96,57
2026-04-13,MKT-GSO,winback_drip_roi,1.413,1.554,7,3.44,37,88,35
2026-04-14,MKT-DC,paid_search_roi,0.716,0.872,129,1.25,80,84,61
2026-04-14,MKT-DC,paid_social_roi,4.025,4.015,742,1.2,57,90,44
2026-04-14,MKT-DC,organic_social_roi,0.661,0.424,7,0.58,30,86,73
2026-04-14,MKT-DC,driver_referral_roi,2.461,2.281,90,1.3,20,82,85
2026-04-14,MKT-DC,rider_referral_roi,-0.251,-0.057,19,1.08,42,87,36
2026-04-14,MKT-DC,vehicle_exterior_roi,3.285,3.072,506,1.03,77,95,56
2026-04-14,MKT-DC,in_vehicle_roi,0.176,0.058,76,0.94,74,84,56
2026-04-14,MKT-DC,welcome_drip_roi,4.017,3.794,26,0.85,14,98,92
2026-04-14,MKT-DC,winback_drip_roi,2.318,2.507,14,1.38,55,86,76
2026-04-14,MKT-BAL,paid_search_roi,1.188,1.25,236,1.53,55,82,60
2026-04-14,MKT-BAL,paid_social_roi,0.66,0.534,294,1.6,70,97,47
2026-04-14,MKT-BAL,organic_social_roi,-1.0,-1.215,2,1.29,66,85,79
2026-04-14,MKT-BAL,driver_referral_roi,0.128,-0.023,30,1.8,57,88,74
2026-04-14,MKT-BAL,rider_referral_roi,0.42,0.227,32,1.3,13,85,62
2026-04-14,MKT-BAL,vehicle_exterior_roi,0.949,1.119,227,1.05,64,88,37
2026-04-14,MKT-BAL,in_vehicle_roi,3.142,3.066,139,1.71,31,95,44
2026-04-14,MKT-BAL,welcome_drip_roi,1.263,1.251,12,1.0,8,93,47
2026-04-14,MKT-BAL,winback_drip_roi,-0.377,-0.353,4,1.11,9,93,95
2026-04-14,MKT-NYC,paid_search_roi,1.142,1.162,273,2.71,15,98,84
2026-04-14,MKT-NYC,paid_social_roi,-0.187,-0.398,117,2.84,14,90,95
2026-04-14,MKT-NYC,organic_social_roi,0.528,0.291,9,2.85,62,88,63
2026-04-14,MKT-NYC,driver_referral_roi,-0.186,-0.337,29,2.85,79,87,48
2026-04-14,MKT-NYC,rider_referral_roi,3.755,3.936,93,1.99,29,91,78
2026-04-14,MKT-NYC,vehicle_exterior_roi,0.579,0.389,89,2.01,35,94,65
2026-04-14,MKT-NYC,in_vehicle_roi,2.865,2.745,156,2.18,71,82,85
2026-04-14,MKT-NYC,welcome_drip_roi,0.937,1.003,9,1.95,66,85,54
2026-04-14,MKT-NYC,winback_drip_roi,3.812,4.0,18,2.78,78,86,94
2026-04-14,MKT-MIA,paid_search_roi,0.996,0.93,413,3.43,71,90,67
2026-04-14,MKT-MIA,paid_social_roi,1.132,1.24,515,3.62,59,90,45
2026-04-14,MKT-MIA,organic_social_roi,-0.242,-0.378,5,3.32,25,94,58
2026-04-14,MKT-MIA,driver_referral_roi,3.97,4.157,129,2.9,12,85,45
2026-04-14,MKT-MIA,rider_referral_roi,2.322,2.331,105,3.57,10,94,74
2026-04-14,MKT-MIA,vehicle_exterior_roi,0.371,0.22,204,2.99,56,88,39
2026-04-14,MKT-MIA,in_vehicle_roi,1.003,1.032,257,3.74,46,82,77
2026-04-14,MKT-MIA,welcome_drip_roi,4.01,3.852,21,3.54,70,87,84
2026-04-14,MKT-MIA,winback_drip_roi,1.997,1.945,15,3.39,70,83,62
2026-04-14,MKT-HOU,paid_search_roi,-0.246,-0.275,48,3.99,17,95,78
2026-04-14,MKT-HOU,paid_social_roi,-0.077,-0.011,267,3.88,79,84,90
2026-04-14,MKT-HOU,organic_social_roi,0.779,0.951,13,3.93,36,91,46
2026-04-14,MKT-HOU,driver_referral_roi,0.444,0.212,59,4.08,80,86,43
2026-04-14,MKT-HOU,rider_referral_roi,0.236,0.055,24,3.7,72,93,87
2026-04-14,MKT-HOU,vehicle_exterior_roi,0.284,0.309,75,3.72,58,88,73
2026-04-14,MKT-HOU,in_vehicle_roi,0.383,0.468,84,4.35,71,93,75
2026-04-14,MKT-HOU,welcome_drip_roi,0.804,0.803,12,3.8,62,97,59
2026-04-14,MKT-HOU,winback_drip_roi,2.583,2.734,22,4.33,43,82,48
2026-04-14,MKT-DFW,paid_search_roi,-0.667,-0.804,45,4.54,44,91,79
2026-04-14,MKT-DFW,paid_social_roi,-0.636,-0.889,95,3.71,14,92,88
2026-04-14,MKT-DFW,organic_social_roi,-0.669,-0.748,6,3.99,18,89,65
2026-04-14,MKT-DFW,driver_referral_roi,0.371,0.467,48,3.92,10,83,66
2026-04-14,MKT-DFW,rider_referral_roi,0.715,0.784,41,4.63,22,88,93
2026-04-14,MKT-DFW,vehicle_exterior_roi,-0.107,0.021,103,4.48,79,92,72
2026-04-14,MKT-DFW,in_vehicle_roi,-0.307,-0.279,31,4.58,53,93,71
2026-04-14,MKT-DFW,welcome_drip_roi,-0.571,-0.756,3,4.05,13,85,69
2026-04-14,MKT-DFW,winback_drip_roi,-1.0,-1.133,1,3.87,33,94,39
2026-04-14,MKT-ATL,paid_search_roi,0.277,0.163,154,4.25,47,85,90
2026-04-14,MKT-ATL,paid_social_roi,0.437,0.454,116,4.03,38,97,35
2026-04-14,MKT-ATL,organic_social_roi,-0.659,-0.633,2,4.54,58,96,49
2026-04-14,MKT-ATL,driver_referral_roi,-0.721,-0.868,6,4.78,47,88,51
2026-04-14,MKT-ATL,rider_referral_roi,-0.123,-0.104,37,4.1,50,89,72
2026-04-14,MKT-ATL,vehicle_exterior_roi,0.284,0.135,109,4.61,9,92,80
2026-04-14,MKT-ATL,in_vehicle_roi,-0.204,-0.439,82,3.94,45,98,41
2026-04-14,MKT-ATL,welcome_drip_roi,-0.584,-0.683,4,3.98,64,93,42
2026-04-14,MKT-ATL,winback_drip_roi,-1.0,-0.957,1,4.43,38,98,62
2026-04-14,MKT-GSO,paid_search_roi,0.495,0.369,192,3.27,70,82,94
2026-04-14,MKT-GSO,paid_social_roi,-0.52,-0.592,54,3.46,75,92,59
2026-04-14,MKT-GSO,organic_social_roi,-1.0,-0.994,1,2.68,74,94,50
2026-04-14,MKT-GSO,driver_referral_roi,-0.305,-0.243,10,3.35,53,88,92
2026-04-14,MKT-GSO,rider_referral_roi,-0.496,-0.734,7,3.03,73,85,84
2026-04-14,MKT-GSO,vehicle_exterior_roi,-0.217,-0.284,78,2.96,47,96,64
2026-04-14,MKT-GSO,in_vehicle_roi,-0.062,-0.159,14,3.09,27,90,90
2026-04-14,MKT-GSO,welcome_drip_roi,-0.416,-0.579,2,2.75,36,94,36
2026-04-14,MKT-GSO,winback_drip_roi,-0.493,-0.359,4,2.8,72,97,52
2026-04-15,MKT-DC,paid_search_roi,3.357,3.238,397,1.07,77,95,67
2026-04-15,MKT-DC,paid_social_roi,2.363,2.508,540,1.05,60,91,55
2026-04-15,MKT-DC,organic_social_roi,1.023,0.932,11,1.37,23,90,42
2026-04-15,MKT-DC,driver_referral_roi,0.206,-0.072,30,1.28,13,85,86
2026-04-15,MKT-DC,rider_referral_roi,1.717,1.736,77,0.89,26,93,67
2026-04-15,MKT-DC,vehicle_exterior_roi,1.121,0.854,172,1.06,72,82,51
2026-04-15,MKT-DC,in_vehicle_roi,5.794,5.815,256,0.58,69,91,83
2026-04-15,MKT-DC,welcome_drip_roi,7.163,7.304,30,0.92,68,82,54
2026-04-15,MKT-DC,winback_drip_roi,-0.31,-0.121,4,1.2,31,85,81
2026-04-15,MKT-BAL,paid_search_roi,1.31,1.043,170,1.76,64,92,40
2026-04-15,MKT-BAL,paid_social_roi,2.007,2.136,728,0.86,54,98,71
2026-04-15,MKT-BAL,organic_social_roi,0.124,0.024,7,1.64,48,93,45
2026-04-15,MKT-BAL,driver_referral_roi,1.084,1.019,37,1.19,48,92,88
2026-04-15,MKT-BAL,rider_referral_roi,1.13,0.882,45,1.67,22,87,73
2026-04-15,MKT-BAL,vehicle_exterior_roi,1.824,1.609,345,1.07,11,95,82
2026-04-15,MKT-BAL,in_vehicle_roi,-0.197,-0.167,25,1.82,69,95,47
2026-04-15,MKT-BAL,welcome_drip_roi,0.14,0.173,5,1.26,68,90,85
2026-04-15,MKT-BAL,winback_drip_roi,-0.433,-0.431,6,1.08,74,95,77
2026-04-15,MKT-NYC,paid_search_roi,0.123,0.081,147,2.82,10,92,49
2026-04-15,MKT-NYC,paid_social_roi,0.236,0.129,236,2.31,23,96,45
2026-04-15,MKT-NYC,organic_social_roi,-0.647,-0.863,3,2.86,79,87,86
2026-04-15,MKT-NYC,driver_referral_roi,2.166,2.006,83,2.48,41,92,35
2026-04-15,MKT-NYC,rider_referral_roi,-0.476,-0.608,6,2.58,17,87,78
2026-04-15,MKT-NYC,vehicle_exterior_roi,0.199,0.238,63,2.75,41,82,85
2026-04-15,MKT-NYC,in_vehicle_roi,2.055,2.2,91,2.84,73,89,73
2026-04-15,MKT-NYC,welcome_drip_roi,-0.384,-0.243,2,2.72,26,88,51
2026-04-15,MKT-NYC,winback_drip_roi,-0.287,-0.317,4,1.99,35,97,89
2026-04-15,MKT-MIA,paid_search_roi,0.603,0.798,342,2.89,51,83,80
2026-04-15,MKT-MIA,paid_social_roi,-0.302,-0.5,136,3.58,45,90,37
2026-04-15,MKT-MIA,organic_social_roi,0.472,0.517,11,2.93,32,86,90
2026-04-15,MKT-MIA,driver_referral_roi,0.389,0.557,42,3.76,18,91,91
2026-04-15,MKT-MIA,rider_referral_roi,0.754,0.849,34,3.78,30,97,50
2026-04-15,MKT-MIA,vehicle_exterior_roi,1.905,1.909,329,3.55,60,90,55
2026-04-15,MKT-MIA,in_vehicle_roi,0.532,0.693,153,3.21,80,95,56
2026-04-15,MKT-MIA,welcome_drip_roi,1.603,1.333,15,3.61,40,88,35
2026-04-15,MKT-MIA,winback_drip_roi,0.934,0.821,13,2.9,29,89,38
2026-04-15,MKT-HOU,paid_search_roi,1.311,1.07,349,3.45,27,95,35
2026-04-15,MKT-HOU,paid_social_roi,-0.71,-0.755,94,4.2,77,85,79
2026-04-15,MKT-HOU,organic_social_roi,-0.495,-0.609,8,3.68,40,90,55
2026-04-15,MKT-HOU,driver_referral_roi,1.067,0.83,56,3.48,50,84,91
2026-04-15,MKT-HOU,rider_referral_roi,-0.511,-0.674,12,4.06,24,84,61
2026-04-15,MKT-HOU,vehicle_exterior_roi,0.34,0.537,103,4.42,77,98,76
2026-04-15,MKT-HOU,in_vehicle_roi,0.479,0.603,109,3.92,49,95,85
2026-04-15,MKT-HOU,welcome_drip_roi,1.172,1.114,18,3.49,13,97,47
2026-04-15,MKT-HOU,winback_drip_roi,2.315,2.168,9,3.65,68,96,50
2026-04-15,MKT-DFW,paid_search_roi,0.356,0.084,98,3.99,36,88,56
2026-04-15,MKT-DFW,paid_social_roi,-0.184,-0.303,214,4.16,63,97,43
2026-04-15,MKT-DFW,organic_social_roi,0.898,1.048,11,4.64,26,85,83
2026-04-15,MKT-DFW,driver_referral_roi,1.26,1.018,27,4.56,76,96,84
2026-04-15,MKT-DFW,rider_referral_roi,0.047,0.052,15,4.38,24,93,91
2026-04-15,MKT-DFW,vehicle_exterior_roi,0.766,0.662,159,3.88,71,86,48
2026-04-15,MKT-DFW,in_vehicle_roi,0.263,0.071,75,4.48,31,94,78
2026-04-15,MKT-DFW,welcome_drip_roi,-0.073,0.099,8,4.47,29,94,69
2026-04-15,MKT-DFW,winback_drip_roi,-0.194,-0.311,4,4.66,75,92,94
2026-04-15,MKT-ATL,paid_search_roi,0.453,0.256,419,4.66,32,83,93
2026-04-15,MKT-ATL,paid_social_roi,-0.469,-0.643,83,4.33,52,82,53
2026-04-15,MKT-ATL,organic_social_roi,-0.459,-0.399,4,4.82,59,88,40
2026-04-15,MKT-ATL,driver_referral_roi,1.02,1.194,99,3.98,36,96,72
2026-04-15,MKT-ATL,rider_referral_roi,0.225,0.406,19,4.72,58,82,58
2026-04-15,MKT-ATL,vehicle_exterior_roi,-0.141,-0.302,122,4.64,20,97,38
2026-04-15,MKT-ATL,in_vehicle_roi,0.111,0.153,118,3.93,79,96,90
2026-04-15,MKT-ATL,welcome_drip_roi,0.231,0.323,6,4.54,74,95,38
2026-04-15,MKT-ATL,winback_drip_roi,0.409,0.333,4,4.63,57,93,39
2026-04-15,MKT-GSO,paid_search_roi,0.149,0.06,169,3.35,26,94,40
2026-04-15,MKT-GSO,paid_social_roi,-0.557,-0.699,47,3.3,25,82,39
2026-04-15,MKT-GSO,organic_social_roi,-1.0,-1.12,2,3.05,60,88,51
2026-04-15,MKT-GSO,driver_referral_roi,-0.1,0.031,11,2.87,58,85,77
2026-04-15,MKT-GSO,rider_referral_roi,0.033,-0.145,25,2.58,76,97,79
2026-04-15,MKT-GSO,vehicle_exterior_roi,-0.659,-0.476,27,3.47,16,93,82
2026-04-15,MKT-GSO,in_vehicle_roi,0.779,0.719,66,2.82,62,94,84
2026-04-15,MKT-GSO,welcome_drip_roi,-1.0,-0.827,0,2.73,67,91,83
2026-04-15,MKT-GSO,winback_drip_roi,-1.0,-1.144,0,3.38,75,84,43
2026-04-16,MKT-DC,paid_search_roi,0.536,0.436,134,1.21,35,96,48
2026-04-16,MKT-DC,paid_social_roi,0.876,0.793,94,1.02,53,96,49
2026-04-16,MKT-DC,organic_social_roi,1.01,1.068,13,0.52,78,91,58
2026-04-16,MKT-DC,driver_referral_roi,-0.32,-0.358,15,0.68,46,84,47
2026-04-16,MKT-DC,rider_referral_roi,3.843,3.968,126,1.33,55,92,53
2026-04-16,MKT-DC,vehicle_exterior_roi,2.172,2.328,353,0.65,58,88,44
2026-04-16,MKT-DC,in_vehicle_roi,1.371,1.258,147,0.43,62,85,86
2026-04-16,MKT-DC,welcome_drip_roi,-1.0,-1.273,2,1.25,68,83,67
2026-04-16,MKT-DC,winback_drip_roi,-0.426,-0.67,3,0.49,23,84,41
2026-04-16,MKT-BAL,paid_search_roi,1.116,1.043,418,1.72,34,83,73
2026-04-16,MKT-BAL,paid_social_roi,0.853,0.601,313,1.65,10,87,36
2026-04-16,MKT-BAL,organic_social_roi,-0.216,-0.073,8,1.07,48,98,61
2026-04-16,MKT-BAL,driver_referral_roi,1.565,1.504,45,1.82,65,97,77
2026-04-16,MKT-BAL,rider_referral_roi,0.51,0.585,62,0.99,33,93,94
2026-04-16,MKT-BAL,vehicle_exterior_roi,2.286,2.031,381,1.42,68,82,91
2026-04-16,MKT-BAL,in_vehicle_roi,2.42,2.546,123,1.73,41,83,40
2026-04-16,MKT-BAL,welcome_drip_roi,0.725,0.614,10,1.44,21,92,92
2026-04-16,MKT-BAL,winback_drip_roi,0.963,0.789,7,1.67,76,90,91
2026-04-16,MKT-NYC,paid_search_roi,1.048,0.885,164,2.82,32,88,51
2026-04-16,MKT-NYC,paid_social_roi,0.133,-0.091,94,2.29,19,91,54
2026-04-16,MKT-NYC,organic_social_roi,0.096,-0.088,10,2.63,68,85,38
2026-04-16,MKT-NYC,driver_referral_roi,-0.525,-0.722,13,2.26,61,82,59
2026-04-16,MKT-NYC,rider_referral_roi,2.599,2.625,63,2.51,46,91,48
2026-04-16,MKT-NYC,vehicle_exterior_roi,0.926,0.784,141,2.31,16,85,66
2026-04-16,MKT-NYC,in_vehicle_roi,1.444,1.262,90,2.52,9,83,93
2026-04-16,MKT-NYC,welcome_drip_roi,1.757,1.786,12,2.53,12,96,64
2026-04-16,MKT-NYC,winback_drip_roi,1.213,1.086,5,1.97,51,92,85
2026-04-16,MKT-MIA,paid_search_roi,1.207,1.268,129,3.72,37,84,84
2026-04-16,MKT-MIA,paid_social_roi,2.838,2.991,562,3.81,53,89,82
2026-04-16,MKT-MIA,organic_social_roi,-0.758,-0.808,3,3.15,27,94,48
2026-04-16,MKT-MIA,driver_referral_roi,-0.196,-0.436,16,3.3,73,91,61
2026-04-16,MKT-MIA,rider_referral_roi,0.389,0.388,31,3.71,30,97,45
2026-04-16,MKT-MIA,vehicle_exterior_roi,-0.39,-0.579,86,3.27,40,85,70
2026-04-16,MKT-MIA,in_vehicle_roi,1.252,1.092,74,2.94,32,85,72
2026-04-16,MKT-MIA,welcome_drip_roi,0.991,1.09,11,3.43,63,89,58
2026-04-16,MKT-MIA,winback_drip_roi,2.015,2.063,15,3.11,37,96,53
2026-04-16,MKT-HOU,paid_search_roi,-0.205,-0.329,155,3.87,33,85,91
2026-04-16,MKT-HOU,paid_social_roi,-0.105,-0.151,267,4.1,21,92,57
2026-04-16,MKT-HOU,organic_social_roi,1.064,1.047,14,4.12,10,90,78
2026-04-16,MKT-HOU,driver_referral_roi,1.127,1.138,35,3.61,39,93,71
2026-04-16,MKT-HOU,rider_referral_roi,-0.254,-0.4,9,3.92,12,82,53
2026-04-16,MKT-HOU,vehicle_exterior_roi,-0.503,-0.552,34,3.75,60,82,39
2026-04-16,MKT-HOU,in_vehicle_roi,2.836,2.641,297,3.98,31,97,94
2026-04-16,MKT-HOU,welcome_drip_roi,0.079,0.042,7,3.94,13,97,82
2026-04-16,MKT-HOU,winback_drip_roi,2.905,2.631,20,4.36,39,98,39
2026-04-16,MKT-DFW,paid_search_roi,-0.392,-0.232,58,4.0,27,94,51
2026-04-16,MKT-DFW,paid_social_roi,-0.365,-0.512,174,3.84,50,82,58
2026-04-16,MKT-DFW,organic_social_roi,-0.288,-0.355,6,4.5,9,93,71
2026-04-16,MKT-DFW,driver_referral_roi,-0.326,-0.234,16,4.46,36,96,90
2026-04-16,MKT-DFW,rider_referral_roi,2.578,2.75,55,3.79,67,87,77
2026-04-16,MKT-DFW,vehicle_exterior_roi,1.669,1.676,192,4.44,48,97,49
2026-04-16,MKT-DFW,in_vehicle_roi,0.539,0.667,105,4.15,18,92,85
2026-04-16,MKT-DFW,welcome_drip_roi,-0.176,-0.105,10,4.32,37,87,76
2026-04-16,MKT-DFW,winback_drip_roi,0.115,0.129,4,3.98,60,90,44
2026-04-16,MKT-ATL,paid_search_roi,0.212,0.322,314,4.7,8,83,79
2026-04-16,MKT-ATL,paid_social_roi,-0.395,-0.479,160,4.14,57,85,35
2026-04-16,MKT-ATL,organic_social_roi,-0.315,-0.116,8,4.67,56,90,41
2026-04-16,MKT-ATL,driver_referral_roi,0.402,0.28,67,4.79,55,83,39
2026-04-16,MKT-ATL,rider_referral_roi,-0.258,-0.162,7,4.49,25,92,94
2026-04-16,MKT-ATL,vehicle_exterior_roi,-0.326,-0.174,153,4.19,18,94,89
2026-04-16,MKT-ATL,in_vehicle_roi,0.387,0.125,52,3.92,69,98,76
2026-04-16,MKT-ATL,welcome_drip_roi,2.337,2.396,19,4.57,39,92,88
2026-04-16,MKT-ATL,winback_drip_roi,0.239,-0.014,4,4.7,19,97,61
2026-04-16,MKT-GSO,paid_search_roi,-0.734,-0.701,20,3.3,34,85,87
2026-04-16,MKT-GSO,paid_social_roi,0.227,-0.017,129,2.8,79,98,43
2026-04-16,MKT-GSO,organic_social_roi,-1.0,-1.096,1,2.69,30,97,47
2026-04-16,MKT-GSO,driver_referral_roi,-0.361,-0.34,17,3.14,24,83,82
2026-04-16,MKT-GSO,rider_referral_roi,-0.281,-0.294,16,3.34,26,96,87
2026-04-16,MKT-GSO,vehicle_exterior_roi,0.305,0.036,205,2.95,49,88,50
2026-04-16,MKT-GSO,in_vehicle_roi,-0.178,0.014,53,3.06,78,98,65
2026-04-16,MKT-GSO,welcome_drip_roi,1.625,1.368,10,2.64,26,93,53
2026-04-16,MKT-GSO,winback_drip_roi,-1.0,-1.115,0,2.82,15,85,55
2026-04-17,MKT-DC,paid_search_roi,0.435,0.271,374,0.82,45,92,88
2026-04-17,MKT-DC,paid_social_roi,1.872,2.055,607,1.08,63,91,74
2026-04-17,MKT-DC,organic_social_roi,0.449,0.498,12,0.66,42,93,49
2026-04-17,MKT-DC,driver_referral_roi,1.762,1.718,51,0.61,23,83,80
2026-04-17,MKT-DC,rider_referral_roi,2.928,3.003,99,1.03,9,88,51
2026-04-17,MKT-DC,vehicle_exterior_roi,0.437,0.357,98,0.89,40,89,84
2026-04-17,MKT-DC,in_vehicle_roi,5.928,5.823,327,0.72,80,86,83
2026-04-17,MKT-DC,welcome_drip_roi,0.074,0.173,3,1.25,65,91,94
2026-04-17,MKT-DC,winback_drip_roi,-0.314,-0.389,6,1.08,66,91,44
2026-04-17,MKT-BAL,paid_search_roi,2.843,2.634,594,1.45,49,92,36
2026-04-17,MKT-BAL,paid_social_roi,4.713,4.881,824,1.27,77,87,67
2026-04-17,MKT-BAL,organic_social_roi,-0.174,-0.141,6,1.0,23,98,72
2026-04-17,MKT-BAL,driver_referral_roi,0.001,-0.197,19,1.67,57,89,92
2026-04-17,MKT-BAL,rider_referral_roi,0.022,0.068,33,1.69,13,84,57
2026-04-17,MKT-BAL,vehicle_exterior_roi,0.385,0.24,92,1.4,19,90,94
2026-04-17,MKT-BAL,in_vehicle_roi,5.604,5.561,291,1.56,57,86,58
2026-04-17,MKT-BAL,welcome_drip_roi,0.519,0.277,7,1.2,58,92,92
2026-04-17,MKT-BAL,winback_drip_roi,-0.632,-0.647,2,0.92,62,95,64
2026-04-17,MKT-NYC,paid_search_roi,0.52,0.274,138,2.14,44,88,62
2026-04-17,MKT-NYC,paid_social_roi,1.04,0.761,321,2.52,44,96,63
2026-04-17,MKT-NYC,organic_social_roi,-0.074,0.071,6,2.87,76,95,65
2026-04-17,MKT-NYC,driver_referral_roi,-0.047,-0.294,23,2.76,20,95,78
2026-04-17,MKT-NYC,rider_referral_roi,4.299,4.311,95,2.43,47,94,54
2026-04-17,MKT-NYC,vehicle_exterior_roi,1.916,1.684,162,2.22,11,88,89
2026-04-17,MKT-NYC,in_vehicle_roi,0.585,0.699,56,2.42,26,84,64
2026-04-17,MKT-NYC,welcome_drip_roi,1.538,1.712,6,2.83,13,97,92
2026-04-17,MKT-NYC,winback_drip_roi,-0.104,-0.118,3,1.99,41,96,79
2026-04-17,MKT-MIA,paid_search_roi,1.227,1.414,361,2.99,58,85,95
2026-04-17,MKT-MIA,paid_social_roi,3.314,3.123,828,3.17,65,87,52
2026-04-17,MKT-MIA,organic_social_roi,0.294,0.448,16,3.63,17,82,72
2026-04-17,MKT-MIA,driver_referral_roi,2.09,1.924,112,3.32,9,89,75
2026-04-17,MKT-MIA,rider_referral_roi,0.507,0.588,63,3.82,13,92,40
2026-04-17,MKT-MIA,vehicle_exterior_roi,0.497,0.22,252,3.38,54,95,82
2026-04-17,MKT-MIA,in_vehicle_roi,-0.403,-0.622,39,3.36,35,82,94
2026-04-17,MKT-MIA,welcome_drip_roi,-0.63,-0.738,4,3.51,33,82,60
2026-04-17,MKT-MIA,winback_drip_roi,0.065,-0.111,5,3.77,45,98,85
2026-04-17,MKT-HOU,paid_search_roi,1.441,1.315,130,3.94,70,93,68
2026-04-17,MKT-HOU,paid_social_roi,2.022,2.001,729,4.24,76,86,64
2026-04-17,MKT-HOU,organic_social_roi,-0.389,-0.567,9,3.96,10,92,90
2026-04-17,MKT-HOU,driver_referral_roi,-0.076,-0.066,33,4.18,53,96,75
2026-04-17,MKT-HOU,rider_referral_roi,-0.337,-0.309,40,3.55,18,95,47
2026-04-17,MKT-HOU,vehicle_exterior_roi,0.026,-0.218,208,4.41,79,93,60
2026-04-17,MKT-HOU,in_vehicle_roi,0.454,0.222,138,4.21,50,83,88
2026-04-17,MKT-HOU,welcome_drip_roi,-0.579,-0.573,3,3.54,38,90,87
2026-04-17,MKT-HOU,winback_drip_roi,0.153,0.119,5,4.03,16,89,75
2026-04-17,MKT-DFW,paid_search_roi,-0.125,-0.243,134,4.12,26,90,58
2026-04-17,MKT-DFW,paid_social_roi,0.274,0.248,255,4.31,15,97,36
2026-04-17,MKT-DFW,organic_social_roi,-0.147,-0.056,4,4.58,36,90,58
2026-04-17,MKT-DFW,driver_referral_roi,1.172,0.969,91,3.87,57,82,61
2026-04-17,MKT-DFW,rider_referral_roi,-0.554,-0.446,11,3.89,59,97,45
2026-04-17,MKT-DFW,vehicle_exterior_roi,0.108,0.288,161,4.01,34,90,43
2026-04-17,MKT-DFW,in_vehicle_roi,0.673,0.733,51,4.61,50,85,75
2026-04-17,MKT-DFW,welcome_drip_roi,-0.329,-0.55,4,4.46,56,97,70
2026-04-17,MKT-DFW,winback_drip_roi,0.386,0.136,6,4.64,62,94,68
2026-04-17,MKT-ATL,paid_search_roi,-0.717,-0.759,32,4.37,71,91,89
2026-04-17,MKT-ATL,paid_social_roi,0.151,0.173,186,4.37,44,90,92
2026-04-17,MKT-ATL,organic_social_roi,-0.478,-0.579,5,4.09,14,90,49
2026-04-17,MKT-ATL,driver_referral_roi,0.273,0.116,15,4.51,37,82,91
2026-04-17,MKT-ATL,rider_referral_roi,0.966,0.989,48,4.63,36,89,77
2026-04-17,MKT-ATL,vehicle_exterior_roi,0.927,0.751,229,4.87,40,87,65
2026-04-17,MKT-ATL,in_vehicle_roi,0.385,0.174,45,4.79,46,88,78
2026-04-17,MKT-ATL,welcome_drip_roi,1.394,1.396,11,4.17,18,94,66
2026-04-17,MKT-ATL,winback_drip_roi,0.57,0.504,9,4.26,47,90,57
2026-04-17,MKT-GSO,paid_search_roi,-0.667,-0.47,51,2.95,49,87,41
2026-04-17,MKT-GSO,paid_social_roi,-0.44,-0.608,77,2.9,40,94,39
2026-04-17,MKT-GSO,organic_social_roi,-0.242,-0.281,7,3.05,65,91,95
2026-04-17,MKT-GSO,driver_referral_roi,-0.622,-0.625,3,3.43,12,87,95
2026-04-17,MKT-GSO,rider_referral_roi,0.947,1.035,36,2.98,57,95,60
2026-04-17,MKT-GSO,vehicle_exterior_roi,-0.122,-0.228,90,3.22,43,92,70
2026-04-17,MKT-GSO,in_vehicle_roi,0.245,0.013,42,3.19,20,93,39
2026-04-17,MKT-GSO,welcome_drip_roi,-0.45,-0.669,4,3.03,15,98,44
2026-04-17,MKT-GSO,winback_drip_roi,-1.0,-1.091,0,2.52,65,89,44
2026-04-18,MKT-DC,paid_search_roi,0.707,0.446,184,1.16,20,85,62
2026-04-18,MKT-DC,paid_social_roi,1.514,1.683,185,0.78,23,90,77
2026-04-18,MKT-DC,organic_social_roi,0.722,0.671,12,1.01,59,86,76
2026-04-18,MKT-DC,driver_referral_roi,1.345,1.466,73,0.65,43,90,37
2026-04-18,MKT-DC,rider_referral_roi,1.447,1.381,33,1.15,80,96,53
2026-04-18,MKT-DC,vehicle_exterior_roi,1.884,1.933,264,1.35,45,87,89
2026-04-18,MKT-DC,in_vehicle_roi,2.186,1.942,84,1.09,63,96,55
2026-04-18,MKT-DC,welcome_drip_roi,2.055,2.153,8,1.01,24,91,87
2026-04-18,MKT-DC,winback_drip_roi,2.801,2.917,10,0.81,46,83,68
2026-04-18,MKT-BAL,paid_search_roi,-0.03,0.158,80,1.13,67,89,57
2026-04-18,MKT-BAL,paid_social_roi,0.98,0.788,275,1.09,43,98,87
2026-04-18,MKT-BAL,organic_social_roi,-0.299,-0.524,4,1.28,12,85,71
2026-04-18,MKT-BAL,driver_referral_roi,2.107,2.006,35,1.62,27,93,60
2026-04-18,MKT-BAL,rider_referral_roi,-0.262,-0.538,13,0.87,61,93,51
